title,timestamp_first,def_first,timestamp_end,def_end
John Fullerton (politician),2007-11-01T10:15:10Z,<y> -11-01T10:15:10Z </y> John Arthur Fullerton (May 12  – ) was an Ontario merchant and political figure.,2018-10-30T03:25:25Z,"<y> -09-14T12:57:44Z </y> John Arthur Fullerton (May 12,  – July 5, ) was a politician in Ontario, Canada."
John Glassco,2007-11-28T00:40:30Z,"<y> -11-28T00:40:30Z </y> <t> John Glassco </t>, poet, memoirist, novelist (-).",2021-12-29T01:08:41Z,"<y> -08-27T23:51:42Z </y> <t> John Glassco </t> (December 15,  – January 29, ) was a Canadian poet, memoirist and novelist."
John Glassford,2007-12-22T20:18:23Z,"<y> -12-22T20:18:23Z </y> Recognition of <t> John Glassford </t> (-), one of Glasgow's leading 'tobacco lords' of the eighteenth century, has been surprisingly slight considering his contribution to the mercantile history of Glasgow.",2021-10-02T17:08:27Z,<y> -09-19T18:43:36Z </y>  On Christmas Day  Bonnie Prince Charlie arrived and billeted at the ruinous Shawfield for ten days.
John Haggard,2007-11-25T01:46:55Z,<y> -11-25T01:46:55Z </y> <t> John Haggard </t> (–) was an English ecclesiastical lawyer.,2020-12-27T18:50:19Z,<y> -08-30T17:03:21Z </y> <t> John Haggard </t> ( – 31 October ) was an English ecclesiastical lawyer who was Chancellor of three dioceses.
"John Hall (footballer, born 1944)",2007-10-31T22:48:50Z,"<y> -10-31T22:48:50Z </y> John Hall (born  in Bramley, West Yorkshire, England) was an English professional footballer who is third in the list of Bradford City's players by appearance, after playing 430 games for the club.",2018-05-16T22:08:24Z,"<y> -11-19T19:32:05Z </y> John Franklin Hall (born 18 April ) was an English professional footballer who is third in the list of Bradford City's players by appearance, after playing 430 games for the club."
"John Harvey (Royal Navy officer, born 1772)",2007-11-29T17:07:07Z,"<y> -11-29T17:07:07Z </y> Admiral Sir John Harvey, KCB ( – 17 September, ) was an officer of the British Royal Navy during the French Revolutionary and Napoleonic Wars who held numerous commands and served in several actions during his long and distinguished career.",2020-12-13T07:33:56Z,"<y> -07-09T23:28:25Z </y> Admiral Sir John Harvey, KCB ( – 17 September ) was an officer of the British Royal Navy during the French Revolutionary and Napoleonic Wars who held numerous commands and served in several actions during his long and distinguished career."
John Henry Haines Root,2007-11-07T09:33:35Z,<y> -11-07T09:33:35Z </y> <t> John Henry Haines Root </t> (October 17  – ) was an Ontario farmer and political figure.,2022-05-20T23:45:31Z,"<y> -01-21T01:10:56Z </y> <t> John Henry Haines Root </t> (October 17,  – November 17, ) was an Ontario farmer and political figure."
John Henry Ratcliffe,2007-12-22T20:17:43Z,"<y> -12-22T20:17:43Z </y> John Henry (Harry) Ratcliffe was one of the founders of McLeod Young Weir Co. & Ltd. , which eventually became SociaMcLeod and is now known as Scotiabank.",2016-04-01T13:30:08Z,"<y> -12-19T06:19:50Z </y> John Henry (Harry) Ratcliffe was one of the founders of McLeod Young Weir Co. & Ltd. , which eventually became ScotiaMcLeod Inc. and is now a subdivision of Scotia Capital Incorporated and Scotiabank."
John Hoadly,2007-11-18T11:30:20Z,<y> -11-18T11:30:20Z </y> Template:Anglican Portal <t> John Hoadly </t> (-) was an Anglican divine in the Church of Ireland.,2021-10-17T09:18:23Z,<y> -06-30T08:05:06Z </y> <t> John Hoadly </t> (27 September  - 19 July ) was an Anglican divine in the Church of Ireland.
John Hodgins,2007-11-18T12:44:47Z,"<y> -11-18T12:44:47Z </y> <t> John Hodgins </t> (born  in Cork, Ireland) is a retired Irish sportsman.",2021-08-22T13:22:21Z,<y> -07-06T13:35:20Z </y> <t> John Hodgins </t> (born 27 August ) is an Irish former hurler who played as a left corner-back at senior level for the Cork county team.
John Holladay,2007-12-16T18:35:29Z,"<y> -12-16T18:35:29Z </y> <t> John Holladay </t> is founder and namesake of the settlement of Holladay's Burg which became Holladay, Utah.",2021-06-09T01:55:14Z,"<y> -01-20T01:51:51Z </y> <t> John Holladay </t> (March 10,  – December 31, ) was an early settler and namesake of the settlement of Holladay's Burg, Utah Territory, which became Holladay, Utah."
John J. Pinder Jr.,2007-11-12T18:26:23Z,"<y> -11-12T18:26:23Z </y> John J. Pinder, Jr. , (June 6  – June 6 ) was a United States Army soldier and a recipient of the United States military's highest decoration—the Medal of Honor—for his actions in World War II during the Battle of Normandy.",2020-12-22T06:10:54Z,"<y> -08-20T14:32:03Z </y> <t> John J. Pinder Jr. </t> (June 6,  – June 6, ) was a United States Army soldier and a recipient of the United States military's highest decoration—the Medal of Honor—for his actions in World War II during the Battle of Normandy."
John Just,2007-11-25T12:55:38Z,"<y> -11-25T12:55:38Z </y> <t> John Just </t> (–), archaeologist and botanist.",2021-04-13T19:19:55Z,"<y> -03-07T17:36:19Z </y>  He died at Bury on 14 October , aged 55, and was buried in St. Paul's churchyard on 20 October."
John K'Eogh,2007-12-29T10:47:19Z,<y> -12-29T10:47:19Z </y> John K'eogh (c. -) was an Irish Doctor of Divinity and naturalist.,2021-04-05T16:56:15Z,<y> -05-27T01:58:03Z </y> <t> John K'Eogh </t> (c. -) was an Irish Doctor of Divinity and naturalist.
John Kaye (bishop),2007-12-29T22:46:49Z,<y> -12-29T22:46:49Z </y> Bishop John Kaye (27 December - 18 February ) was an English divine.,2022-11-30T23:41:31Z,<y> -03-19T09:42:16Z </y>  He was elected Fellow of the Royal Society in .
John Keane (record producer),2007-11-08T21:08:52Z,"<y> -11-08T21:08:52Z </y> John Keane is an American record producer based in Athens, Georgia, who has worked extensively with R. E. M. , Indigo Girls and Widespread Panic.",2020-03-21T03:39:41Z,"<y> -04-29T03:45:19Z </y> John Keane is an American record producer based in Athens, Georgia, who has worked extensively with R. E. M. , Indigo Girls and Widespread Panic."
John Kenrick (historian),2007-11-28T01:28:30Z,"<y> -11-28T01:28:30Z </y> John Kenrick, classical historian, was born on 4th February  at Exeter, the eldest son of Timothy Kenrick, Unitarian minister, and his first wife, Mary, daughter of John Waymouth of Exeter.",2021-01-04T06:42:47Z,<y> -12-12T09:22:41Z </y>  Kenrick joined the Yorkshire Philosophical Society on its foundation in  and subsequently served on its Council and as a Vice-President.
"John Kerr, 7th Marquess of Lothian",2007-11-11T06:59:47Z,"<y> -11-11T06:59:47Z </y> John William Robert Kerr, 7th Marquess of Lothian (1 February -14 November ), styled Lord Newbottle until  and Earl of Ancram from  to , was a Scottish Tory politician.",2021-11-24T08:23:57Z,"<y> -01-21T13:38:16Z </y> John William Robert Kerr, 7th Marquess of Lothian PC (1 February  – 14 November ), styled Lord Newbottle until  and Earl of Ancram from  to , was a Tory politician."
John M'Bumba,2007-12-16T20:53:32Z,"<y> -12-16T20:53:32Z </y> John Mickael M'Bumba (b. April 29, ) is a French amateur boxer best known to win a Bronze medal at the  World Championships at Heavyweights .",2019-05-23T12:31:54Z,<y> -01-25T13:08:46Z </y>  He qualified for the Olympics.
John M. Glass,2007-12-01T03:17:56Z,"<y> -12-01T03:17:56Z </y> John M Glass (Died ) was a mayor of Jeffersonville, Indiana and Chief of Police of Los Angeles, California.",2021-04-06T21:43:50Z,"<y> -10-24T04:52:02Z </y> <t> John M. Glass </t> (–) was a mayor of Jeffersonville, Indiana, and Chief of Police of Los Angeles, California."
John MacKintosh,2007-11-19T12:19:14Z,<y> -11-19T12:19:14Z </y> <t> John MacKintosh </t> (December  – December 14 ) was a farmer and politician in Prince Edward Island.,2022-04-28T04:21:19Z,"<y> -01-20T06:05:31Z </y> <t> John MacKintosh </t> (December  – December 14, ) was a farmer and politician in Prince Edward Island."
John Maines,2016-10-22T09:36:50Z,"<y> -10-22T09:36:50Z </y> <t> John Maines </t> (born 10 December ) is a musician, trombone player and active figure in the British brass band movement as a performer, conductor, tutor, compere and concert presenter.",2020-08-30T17:35:49Z,"<y> -04-16T19:58:46Z </y> <t> John Maines </t> (born 10 December ) is a musician, trombone player and active figure in the British brass band movement as a performer, conductor, tutor, compere and concert presenter."
John McLeavy Brown,2007-12-22T20:15:17Z,"<y> -12-22T20:15:17Z </y> Sir <t> John McLeavy Brown </t> , born Magheragall, Lisburn, Ireland, November   - April 6th .",2018-12-11T12:41:29Z,"<y> -10-27T22:20:22Z </y> Sir <t> John McLeavy Brown </t>, CMG (27 November  – 6 April ) was an Irish civil servant in the British Colonial Service."
John Milton Miller,2007-12-21T09:31:07Z,"<y> -12-21T09:31:07Z </y> <t> John Milton Miller </t> was a noted American electrical engineer, best known for discovering the Miller effect and inventing fundamental circuits for quartz crystal oscillators (Miller oscillators).",2022-12-15T18:43:22Z,<y> -02-24T16:46:02Z </y>  He married Frances Riley; the couple had seven children — two girls and five boys.
John Mould,2007-12-09T22:15:53Z,<y> -12-09T22:15:53Z </y> Acting lieutenant commander John Stuart Mould ( - ) was awarded the George Cross.,2020-07-07T02:18:51Z,"<y> -08-29T19:08:20Z </y> John Stuart Mould, GC, GM (21 March  – 9 August ) was an Australian naval officer, bomb disposal operative and Australian recipient of the George Cross."
John Obed Howard,2007-11-09T03:29:26Z,"<y> -11-09T03:29:26Z </y> <t> John Obed Howard </t>, alias Richie ""Kid"" Howard (born October 9, ), was a lightweight professional boxer from Canada.",2020-05-29T05:54:29Z,"<y> -08-12T06:10:23Z </y> James Obed Howard, alias Richie ""Kid"" Howard (October 9,  – January 4, ), was a lightweight professional boxer from Canada."
John Orlando Parry,2007-12-18T20:27:14Z,"<y> -12-18T20:27:14Z </y> <t> John Orlando Parry </t> (3 January –20 February ) was a Welsh actor, pianist, artist, comedian and singer.",2021-12-15T19:50:21Z,"<y> -10-20T02:08:29Z </y>  He also wrote the glees, Come, fairies, trip it on the grass (prior to ) and Oh!it is that her lov'd one's away (), and Parables set to Music, three numbers (), besides much music for the piano, including many polkas."
John P. McLaren,2007-11-23T20:00:37Z,"<y> -11-23T20:00:37Z </y> <t> John P. McLaren </t>, Jr. is a Major General in the United States Army.",2019-11-06T11:27:52Z,"<y> -12-22T02:29:06Z </y> <t> John P. McLaren </t>, Jr. is a retired United States Army major general."
John Papaloizou,2007-12-10T14:02:18Z,<y> -12-10T14:02:18Z </y> John C. B. Papaloizou (born ) is a British theoretical physicist.,2021-12-20T13:18:14Z,<y> -06-30T10:44:49Z </y> John Christopher Baillie Papaloizou FRS (born ) is a British theoretical physicist.
John Parris,2007-12-17T08:03:26Z,"<y> -12-17T08:03:26Z </y> <t> John Parris </t> (born ), of Forest Hill, London, England, is a manufacturer of handmade snooker cues.",2019-12-22T22:07:28Z,"<y> -09-27T10:33:23Z </y> <t> John Parris </t> (born ), of Forest Hill, London, England, is one of the most renowned manufacturers of handmade snooker cues in the world."
John Pearse,2007-12-22T20:12:47Z,<y> -12-22T20:12:47Z </y> <t> John Pearse </t> is a British-born guitarist and folk singer.,2021-11-21T13:46:44Z,"<y> -03-18T00:31:18Z </y> <t> John Pearse </t> (12 September  – 31 October ) was a British guitarist, folk singer and music educator, who came to prominence in the 1960s presenting the popular BBC2 television guitar tuition series, Hold Down a Chord."
John Penn (writer),2007-12-10T14:23:43Z,"<y> -12-10T14:23:43Z </y> John Penn (–) was a writer, a part proprietor of the province of Pennsylvania, and a governor of the Isle of Portland.",2022-06-24T03:27:30Z,"<y> -01-12T00:14:46Z </y>  He was appointed in , as governor of the Isle of Portland."
John Perry (footballer),2007-11-27T04:27:50Z,"<y> -11-27T04:27:50Z </y> Richmond (-) 26 games, 1 goal North Melbourne (-) John Perry is a former Australian rules football player who played in the VFL between  and  for the Richmond Football Club and from  until  for the North Melbourne Football Club.",2021-10-02T16:19:01Z,<y> -12-07T05:03:00Z </y>  This Australian rules football biography of a person born in the 1940s is a stub.
John Peter Bell,2007-12-26T11:33:15Z,<y> -12-26T11:33:15Z </y> <t> John Peter Bell </t> is a former Canadian diplomat.,2020-07-25T05:16:07Z,<y> -09-28T05:52:24Z </y> <t> John Peter Bell </t> is a former Canadian diplomat.
John Prideaux (British Army officer),2007-11-18T04:02:16Z,<y> -11-18T04:02:16Z </y> John Prideaux ( - ) was a brigadier-general in the French and Indian War.,2020-12-16T18:44:42Z,<y> -07-30T10:01:32Z </y> John Prideaux (–) was a brigadier-general in the British Army.
John Pritt Harley,2007-12-12T20:53:32Z,<y> -12-12T20:53:32Z </y> <t> John Pritt Harley </t> (–) was an actor.,2020-06-03T12:41:51Z,<y> -11-20T22:41:36Z </y> <t> John Pritt Harley </t> (February  – 22 August ) was an English actor known for his comic acting and singing.
John Raymond Hobbs,2007-12-12T15:04:40Z,"<y> -12-12T15:04:40Z </y> <t> John Raymond Hobbs </t> BSc Hons, MD, BS, MRCS, DObst RCOG, FRCP, FRCPath.",2021-09-26T21:40:19Z,"<y> -09-02T16:30:00Z </y> <t> John Raymond Hobbs </t> MRCS, FRCP, FRCPath, FRCPaed (17 April  – 13 July ) was a professor who was at the forefront of the techniques of clinical immunology, protein biochemistry and bone marrow transplantation, specifically in child health."
John Renshaw Carson,2007-12-11T10:00:33Z,"<y> -12-11T10:00:33Z </y> <t> John Renshaw Carson </t> (June 28,  - October 31, ), who published as J. R. Carson, was a noted transmission theorist for early communications systems.",2020-07-15T10:41:45Z,"<y> -02-19T02:30:46Z </y> <t> John Renshaw Carson </t> (June 28,  – October 31, ) was an American transmission theorist for early communications systems."
John Robbie,2007-11-23T00:52:46Z,<y> -11-23T00:52:46Z </y> <t> John Robbie </t> is a former Ireland international rugby union player.,2021-11-17T07:12:48Z,"<y> -11-13T07:14:06Z </y> John Cameron Robbie (born 17 November ) is a former Ireland international rugby union player who played scrum half, and a well known radio presenter in South Africa on Talk radio 702."
John Sewell (athlete),2007-11-27T15:36:50Z,"<y> -11-27T15:36:50Z </y> John Sewell (April 23,  – July 18, ) was a British tug of war competitor who competed in the  Summer Olympics and in the  Summer Olympics.",2018-09-22T06:08:57Z,"<y> -06-09T19:44:44Z </y> John Sewell (23 April , Half Morton, Dumfriesshire – 18 July ) was a Scottish tug of war competitor who competed for Great Britain and Ireland in the  Summer Olympics and in the  Summer Olympics."
John Small MacDonald,2007-11-19T22:47:52Z,<y> -11-19T22:47:52Z </y> <t> John Small MacDonald </t> (ca.,2022-04-28T04:24:49Z,<y> -01-20T06:06:37Z </y> <t> John Small MacDonald </t> (ca.
John Smith (Chippewa Indian),2007-11-12T14:53:11Z,"<y> -11-12T14:53:11Z </y> John Smith (died February 6 ) also know as or Kay-bah-nung-we-wa (sloughing flesh) or Ga-Be-Nah-Gewn-Wonce (wrinkle meat) and commonly called ""Old Wrinkle Meat"" was a Chippewa indian who lived in the Cass Lake (Minnesota) area and is reputed to have died at the age of 137 .",2021-10-13T10:01:04Z,"<y> -12-30T10:48:48Z </y> Chief John Smith (likely born between  and , though allegedly as early as ; died February 6, ) was an Ojibwe (Chippewa) Indian who lived in the area of Cass Lake, Minnesota."
John Stoddart,2007-11-25T13:37:00Z,"<y> -11-25T13:37:00Z </y> Sir <t> John Stoddart </t> (–), writer and lawyer, editor of The Times.",2021-07-16T20:37:49Z,"<y> -08-29T06:05:17Z </y> Sir <t> John Stoddart </t> (6 February  – 16 February ) was an English journalist and lawyer, who served as editor of The Times."
John Sutherland (physician),2007-11-25T13:40:57Z,"<y> -11-25T13:40:57Z </y> John Sutherland (–), physician and promoter of sanitary science.",2020-05-11T11:03:47Z,"<y> -10-12T15:18:35Z </y>  Two Indian officers were added, and all sanitary reports were submitted to the committee and suggestions for improving Indian stations prepared."
John Sweeny (bishop),2007-11-13T16:08:50Z,<y> -11-13T16:08:50Z </y> John Sweeny (May  – 25 March ) was a Canadian Roman Catholic priest and Bishop of Saint John in America from  to .,2019-12-24T11:01:33Z,"<y> -05-01T15:31:40Z </y> John Sweeny (May 6,  – March 25, ) was an Irish born, Canadian Roman Catholic priest and Bishop of Saint John in New Brunswick from  to ."
John Taras,2007-12-23T21:43:01Z,"<y> -12-23T21:43:01Z </y> <t> John Taras </t> (-) born on the Lower East Side of New York City to Ukrainian parents, who sent him at 16 to study ballet with Michel Fokine, Anatole Vilzak and Ludmila Shollar; and later to the School of American Ballet.",2020-12-05T03:27:24Z,<y> -11-16T09:42:38Z </y>  He choreographed Fanfare for a Prince as a pièce d'occasion at the Monte-Carlo Opera for the  marriage of Prince Rainier and Grace Kelly.
John Theophilus Jenkins,2007-11-30T12:06:07Z,<y> -11-30T12:06:07Z </y> <t> John Theophilus Jenkins </t> (January 1  – January 17 ) was a physician and political figure in Prince Edward Island.,2019-12-18T21:54:35Z,"<y> -11-21T05:44:51Z </y> <t> John Theophilus Jenkins </t> (January 1,  – January 17, ) was a physician and political figure in Prince Edward Island."
John Treadwell,2007-11-30T10:12:26Z,"<y> -11-30T10:12:26Z </y> <t> John Treadwell </t> (November 23,  - August 19, ) was an American politician and the fourth Governor of Connecticut.",2022-10-23T19:33:28Z,<y> -01-30T05:11:24Z </y>  He is interred at Farmington Old Cemetery.
John W. E. Cluster Jr.,2007-12-30T06:45:27Z,"<y> -12-30T06:45:27Z </y> John W. E. Cluster, Jr. (born April 9, ), was a member of the Maryland House of Delegates, District 8 in Baltimore County.",2021-10-21T05:54:55Z,"<y> -12-21T12:24:14Z </y> <t> John W. E. Cluster Jr. </t> (born April 9, ) is a former member of the Maryland House of Delegates, representing the 8th district in Baltimore County."
John Walter Fletcher,2007-11-29T04:19:21Z,"<y> -11-29T04:19:21Z </y> <t> John Walter Fletcher </t>, May 11, –February 28,  is widely regarded as the ""father of Australian soccer"" (Association football).",2021-08-19T00:41:30Z,"<y> -12-04T19:00:26Z </y>  While at Oxford, he took a keen interest in sport, especially long distance running, and acquired a blue in athletics."
John Webber Crumpacker,2007-12-05T21:15:06Z,<y> -12-05T21:15:06Z </y> Rear Admiral <t> John Webber Crumpacker </t> was a prominent US Naval officer.,2020-12-24T00:09:38Z,"<y> -03-11T17:33:13Z </y> This is the current revision of this page, as edited by Johnpacklambert (talk | contribs) at 17:33, 11 March ."
John White (rower),2007-11-22T15:07:19Z,"<y> -11-22T15:07:19Z </y> John Galbraith White (May 16,  – March 16, ) was an American rower who competed in the  Summer Olympics.",2021-12-06T09:52:56Z,"<y> -11-28T05:58:20Z </y> John Galbraith White (May 16,  – March 16, ) was an American rower, who won Olympic gold at the  Summer Olympics."
John Yap,2007-10-30T23:58:36Z,"<y> -10-30T23:58:36Z </y> <t> John Yap </t> is a BC Liberal Member of the Legislative Assembly, in the province of British Columbia, Canada.",2021-10-18T17:21:34Z,<y> -12-23T01:24:53Z </y> <t> John Yap </t> (Chinese: 葉志明; pinyin: Yè Zhìmíng; Pe̍h-ōe-jī: Ia̍p Chì-bêng; born ) is a Canadian politician and former banker.
John the Hairy,2007-12-29T20:58:51Z,"<y> -12-29T20:58:51Z </y> Blessed <t> John the Hairy </t> (also known at ""John the Merciful of Rostov"") was a holy fool (Yurodivy), of the Russian Orthodox Church in the second half of the  century.",2020-04-08T18:43:08Z,"<y> -10-28T13:31:25Z </y>  After a long life of pursuing asceticism, he died on September 3,  and was buried, according to his final wishes, beside the church of Saint Blaise beyond the altar."
Johnny Hickman,2007-12-19T21:47:47Z,"<y> -12-19T21:47:47Z </y> <t> Johnny Hickman </t> (born September 10, ) is an American musician best known as the lead guitarist in the rock band Cracker.",2021-05-24T01:45:27Z,"<y> -11-18T22:13:09Z </y> John Arthur Hickman (born September 10, ) is an American musician best known as the lead guitarist and co-founder of the rock band Cracker."
Johnny Holliday,2007-12-16T17:50:23Z,<y> -12-16T17:50:23Z </y> <t> Johnny Holliday </t> is an American radio sportscaster and a former top 40 radio discjockey.,2021-12-05T17:23:33Z,"<y> -12-13T21:13:45Z </y> John Holliday Bobbitt (born October 15, ), known professionally as <t> Johnny Holliday </t>, is an American radio and television sportscaster and a former Top 40 radio disc jockey."
Johnny Leota,2007-12-28T05:27:16Z,<y> -12-28T05:27:16Z </y> <t> Johnny Leota </t> is a rugby union player.,2021-10-22T21:56:05Z,<y> -03-26T10:16:35Z </y> <t> Johnny Leota </t> (born 21 January ) is a Samoan rugby union player who played for Sale Sharks in the Aviva Premiership.
Johnny Roche,2007-11-28T08:06:19Z,"<y> -11-28T08:06:19Z </y> John Anthony ""Johnny"" Roche (born Poplar, London, 18 May , died ) was an English footballer.",2020-11-30T22:56:30Z,<y> -05-16T10:43:08Z </y> John Anthony Roche (18 May  – ) was an English footballer who played as a forward.
Johnson County Courthouse (Texas),2007-10-30T21:06:18Z,<y> -10-30T21:06:18Z </y> Johnson County has had many courthouses since it was formed.,2019-11-14T15:38:38Z,"<y> -07-22T11:53:55Z </y> Johnson County, Texas, has had many courthouses since it was formed."
Johnson baronets,2007-11-11T22:42:13Z,<y> -11-11T22:42:13Z </y> There have been three Johnson baronetcies: from Burke's Peerage; incomplete,2019-08-07T19:13:29Z,"<y> -10-03T08:43:43Z </y> There have been three Baronetcies created for persons with the surname Johnson, one in the Baronetage of Great Britain and two in the Baronetage of the United Kingdom."
Jokela school shooting,2007-12-26T19:05:58Z,"<y> -12-26T19:05:58Z </y> The <t> Jokela school shooting </t> occurred on November 7,  at Jokela High School (Finnish: Jokelan koulukeskus), a public secondary school in the town of Jokela, Tuusula municipality, Finland.",2021-10-09T17:43:15Z,"<y> -12-23T20:50:25Z </y> The Jokela High School shooting occurred on 7 November , at Jokela High School in the town of Jokela, Tuusula, Finland."
Joker in the Pack,2007-12-23T19:42:32Z,"<y> -12-23T19:42:32Z </y> <t> Joker in the Pack </t> , published by Orient Paperbacks in , is a work of fiction by Neeraj Pahlajani (IIM Bangalore -06) and Ritesh Sharma (IIM Lucknow -).",2021-04-21T20:31:14Z,<y> -11-24T12:21:49Z </y> <t> Joker in the Pack </t> - An Irreverent View of Life at IIMs is a work of fiction by IIM Bangalore alumnus Neeraj Pahlajani and IIM Lucknow alumnus Ritesh Sharma.
Jon Erikson,2007-12-13T01:24:13Z,<y> -12-13T01:24:13Z </y> Jon (John) Erikson (born ) is an American long distance swimmer who was the first of only three people to have ever completed a three way swim of the English Channel.,2021-12-05T03:02:34Z,"<y> -08-02T11:17:10Z </y> <t> Jon Erikson </t> (September 6,  – July 28, ) was an American long distance swimmer who was the first of only three people to have ever completed a three way swim of the English Channel."
Jon Jæger Gåsvatn,2007-11-10T15:26:32Z,<y> -11-10T15:26:32Z </y> <t> Jon Jæger Gåsvatn </t> (born 19 June  in Frogn) is a Norwegian politician for the Progress Party.,2017-11-17T16:44:59Z,<y> -11-30T10:02:43Z </y> <t> Jon Jæger Gåsvatn </t> (born 19 June  in Frogn) is a Norwegian politician for the Progress Party.
Jonathan Kreinik,2007-11-19T18:08:47Z,"<y> -11-19T18:08:47Z </y> Originally from Washington D. C. , <t> Jonathan Kreinik </t> has produced numerous records from his Boombox Magnetica Studio(s) as well as in different studio locations around the globe.",2021-06-14T06:55:37Z,"<y> -02-20T09:26:41Z </y> <t> Jonathan Kreinik </t> is an American record producer, who has produced numerous records from his Boombox Magnetica Studio(s), as well as in different studio locations around the globe."
Jonathan Rogers (GC),2007-12-12T07:38:33Z,"<y> -12-12T07:38:33Z </y> Chief Petty Officer Jonathan Rogers GC, DSM (16 September,  - 10 February, ), was awarded the George Cross for the heroism he displayed on the night of the  February , during the sinking of HMAS Voyager.",2021-10-25T15:08:37Z,"<y> -11-17T13:05:51Z </y> Jonathan Rogers, GC, DSM (16 September  – 10 February ) was a Welsh-born sailor and an Australian recipient of the George Cross, awarded for the heroism he displayed on the night of 10 February  during the sinking of HMAS Voyager."
Jonathan Sagall,2007-12-26T21:39:07Z,<y> -12-26T21:39:07Z </y> <t> Jonathan Sagall </t> is a Canadian/Israeli actor.,2021-11-22T01:10:07Z,"<y> -12-23T12:38:51Z </y> <t> Jonathan Sagall </t> (Hebrew: יהונתן סגל; born April 23, ) is a Canadian-born Israeli actor, director, producer and screenwriter."
Joo Jin-mo,2007-12-31T08:57:26Z,"<y> -12-31T08:57:26Z </y> Template:Korean name <t> Joo Jin-mo </t> (born 11 August  as Bak Jin-tae), is a Korean actor.",2021-12-09T20:59:22Z,"<y> -12-14T17:38:24Z </y> <t> Joo Jin-mo </t> (born Park Jin-tae on 26 September ), is a South Korean actor."
Jordan Hall (lacrosse),2007-11-12T15:06:11Z,"<y> -11-12T15:06:11Z </y> Jordan Ryhs Hall (born August 31, ) is a lacrosse player from Surrey, British Columbia, Canada.",2020-06-26T10:34:34Z,"<y> -11-15T01:00:06Z </y> Jordan Rhys Hall (born August 31, ) is a Canadian lacrosse player from Surrey, British Columbia who plays for the Rochester Knighthawks in the National Lacrosse League and the Hamilton Nationals of Major League Lacrosse."
Jordan Robson-Cramer,2007-12-13T20:01:52Z,"<y> -12-13T20:01:52Z </y> Magic Weapon is an indie rock supergroup based out of Montreal, Canada, fronted by drummer/guitarist/keyboardist <t> Jordan Robson-Cramer </t>, who also is a member of indie sensations Sunset Rubdown and Miracle Fortress.",2020-02-08T09:58:44Z,"<y> -12-24T21:36:19Z </y> <t> Jordan Robson-Cramer </t> is a Canadian multi-instrumentalist musician based in Montreal, Quebec."
Jordan Rosenberg,2007-11-18T09:52:18Z,"<y> -11-18T09:52:18Z </y> <t> Jordan Rosenberg </t> (born in Chicago, Illinois) is an American television screenwriter.",2019-12-04T17:46:11Z,"<y> -08-24T03:13:46Z </y> <t> Jordan Rosenberg </t> (born in Chicago, Illinois) is an American television producer and writer."
Jorge Comas (footballer),2007-11-24T03:55:34Z,"<y> -11-24T03:55:34Z </y> Jorge Alberto Comas Romero (born June 9  in Paraná, Entre Ríos) is a former Argentine footballer.",2021-02-07T20:08:08Z,"<y> -09-29T19:57:25Z </y> Jorge Alberto Comas Romero (born 9 June ) is an Argentine former footballer who played as a striker, and is an Olympian, having taken part at the  Summer Olympics."
Jorge Díaz Cruz,2007-12-03T10:29:08Z,<y> -12-03T10:29:08Z </y> <t> Jorge Díaz Cruz </t> served as Associate Justice of the Puerto Rico Supreme Court.,2022-10-26T12:03:24Z,"<y> -02-09T21:08:43Z </y> This is the current revision of this page, as edited by :ba00::fc15:a196:::742 (talk) at 21:08, 9 February ."
Jorge Enrique Serpa Pérez,2007-10-30T00:55:43Z,"<y> -10-30T00:55:43Z </y> Bishop Jorge Enrique Serpa Perez (born on March 16,  in Cienfuegos, Cuba -) is the Bishop of the Roman Catholic Diocese of Pinar del Rio.",2018-07-01T19:45:45Z,"<y> -07-20T13:50:30Z </y> This is the current revision of this page, as edited by CRTMD (talk | contribs) at 13:50, 20 July ."
Jorge Pellegrini,2007-11-03T02:20:34Z,<y> -11-03T02:20:34Z </y> Jorge Carlos Pellegrini (born in  in Argentina) is a former Argentine footballer.,2022-11-23T16:54:05Z,<y> -02-06T06:44:13Z </y> Jorge Carlos Pellegrini (born  in Santa Fe) is a former Argentine footballer.
Josef Zítek,2007-11-24T04:36:24Z,"<y> -11-24T04:36:24Z </y> <t> Josef Zítek </t> ( - ) was a Czech architect and engineer best known for two neo-Renaissance landmarks in Prague, the National Theater and the Rudolfinum.",2020-11-23T01:21:39Z,"<y> -07-02T12:48:05Z </y> Josef von Zítek ( – ) was a Czech architect best known for two Neo-Renaissance landmarks in Prague, the National Theatre and the Rudolfinum."
Joseph Albert Bélanger,2007-11-08T10:39:50Z,<y> -11-08T10:39:50Z </y> Joseph Albert Belanger (October 22  – ) was an Ontario dairy farmer and political figure.,2020-02-06T23:52:59Z,"<y> -04-28T04:28:00Z </y> <t> Joseph Albert Bélanger </t> (October 22,  - July 1, ) was an Ontario dairy farmer and political figure."
Joseph Francis Olliffe,2007-11-25T13:51:29Z,"<y> -11-25T13:51:29Z </y> Sir <t> Joseph Francis Olliffe </t> (–), physician.",2020-02-16T17:36:32Z,<y> -11-30T08:44:22Z </y> Sir <t> Joseph Francis Olliffe </t> FRCP ( – 14 March ) was an Irish-born British physician.
