title,timestamp_first,timestamp_end,def_first,def_end,label
Tom Strong,2021-10-18T19:04:42Z,2021-10-28T14:52:24Z,"Tom Strong is a ""science hero"" with enhanced physical and mental abilities, a wife, a daughter, a steam-powered robot, and a gorilla with human characteristics, who lives in a building called The Stronghold and faces a ""science villain"" foe.","Tom Strong is a comic book created by writer Alan Moore and artist Chris Sprouse, initially published bi-monthly by America's Best Comics, an imprint of DC Comics' Wildstorm division.",0
Michael López-Alegría,2021-10-30T19:19:21Z,2021-10-30T19:21:02Z,Michael López-Alegría is a Spanish-American astronaut and test pilot who is known for having performed ten spacewalks so far in his career.,Michael López-Alegría is a Spanish-American astronaut and test pilot who is known for having performed ten spacewalks so far in his career.,0
Caliber System,2021-10-22T05:38:16Z,2021-10-29T03:45:30Z,Roadway Services Inc. (RSI) was created in 1982 as a holding company by national less than truckload (LTL) carrier Roadway Express.,Roadway Services Inc. (RSI) was created in 1982 as a transportation holding company by national less than truckload (LTL) carrier Roadway Express.,0
Brooke Hayward,2021-10-18T04:27:11Z,2021-10-18T04:37:25Z,"Brooke Hayward (born July 5, 1937) is an American stage, film and television actress and the author of Haywire, a best-selling memoir about her family.","Brooke Hayward is an American stage, film and television actress and the author of Haywire, a best-selling memoir about her family.",0
Wannabe,2021-10-10T18:32:26Z,2021-10-30T18:25:11Z,"""Wannabe"" is the debut single by English girl group the Spice Girls.","""Wannabe"" is the debut single by English girl group the Spice Girls.",0
Umberto II of Italy,2021-10-03T10:14:40Z,2021-10-07T03:40:59Z,Umberto II was the last King of Italy who reigned for 34 days from 9 May 1946 to 12 June 1946.,Umberto II was the last King of Italy who reigned for 34 days from 9 May 1946 to 12 June 1946 and was nicknamed the May King.,1
Vajiravudh,2021-10-24T13:31:35Z,2021-10-30T12:23:09Z,"Vajiravudh (Thai: วชิราวุธ, RTGS: Wachirawut, 1 January 1881 – 26 November 1925), was the sixth monarch of Siam under the Chakri dynasty, ruling from 1910 until his death in 1925.","Vajiravudh (Thai: วชิราวุธ, RTGS: Wachirawut, 1 January 1881 – 26 November 1925), was the sixth monarch of Siam (Rama VI) under the Chakri dynasty, ruling from 1910 until his death in 1925.",0
Hussein El Dor,2021-10-12T19:08:27Z,2021-10-29T14:25:25Z,"Hussein Mohamed El Dor (Arabic: حسين محمد الدر, Lebanese Arabic pronunciation: ; born 18 January 1994) is a Lebanese professional footballer who plays as a centre-back for Lebanese Premier League club Ansar and the Lebanon national team.","Hussein Mohamed El Dor (Arabic: حسين محمد الدر, Lebanese Arabic pronunciation: ; born 18 January 1994) is a Lebanese professional footballer who plays as a centre-back for Lebanese Premier League club Ansar and the Lebanon national team.",0
Trolls World Tour,2021-10-05T00:49:09Z,2021-10-31T23:13:21Z,Trolls World Tour (often named as Trolls 2: World Tour) is a 2020 American computer-animated movie musical fantasy comedy film produced by DreamWorks Animation and distributed by Universal Pictures.,Trolls World Tour (often named as Trolls 2: World Tour) is a 2020 American computer-animated film produced by DreamWorks Animation and distributed by Universal Pictures.,0
Estação Primeira de Mangueira,2021-10-04T03:31:08Z,2021-10-04T04:39:19Z,"Grêmio Recreativo Escola de Samba Estação Primeira de Mangueira, or simply Mangueira, is a samba school in Rio de Janeiro, Brazil.","Grêmio Recreativo Escola de Samba Estação Primeira de Mangueira, or simply Mangueira, is a samba school in Rio de Janeiro, Brazil.",0
Vici Gaming,2021-10-30T11:33:52Z,2021-10-30T23:06:13Z,Vici Gaming (VG) is a Chinese professional esports organization based in Shanghai.,Vici Gaming (VG) is a Chinese professional esports organization based in Shanghai.,0
Ivan Sadownichy,2021-10-12T12:55:18Z,2021-10-26T17:21:33Z,Ivan Mikalayevich Sadownichy is a Belarusian professional footballer who plays for Neman Grodno.,Ivan Mikalayevich Sadownichy is a Belarusian professional footballer who plays for Neman Grodno.,0
Doom (1993 video game),2021-10-06T01:08:17Z,2021-10-28T21:23:09Z,Doom is a 1993 first-person shooter (FPS) game developed by id Software for MS-DOS.,Doom is a 1993 first-person shooter (FPS) game developed by id Software for MS-DOS.,0
Gear Fighter Dendoh,2021-10-05T18:05:43Z,2021-10-24T04:07:27Z,"Gear Fighter Dendoh (Gear 戦士電童, Gia Faitā Dendō) is an anime series that aired in Japan.","Gear Fighter Dendoh (Gear 戦士電童, Gia Faitā Dendō) is an anime series that aired in Japan.",0
Ray Manzarek,2021-10-03T18:49:50Z,2021-10-26T19:04:06Z,"Raymond Daniel Manzarek Jr. (born Manczarek; February 12, 1939 – May 20, 2013) was an American musician, singer, producer, film director, and author.","Raymond Daniel Manzarek Jr. (born Manczarek; February 12, 1939 – May 20, 2013) was an American keyboardist and singer, best known as a member of the Doors from 1965 to 1973, which he co-founded with singer and lyricist Jim Morrison.",1
Melty Blood,2021-10-01T15:02:10Z,2021-10-07T04:46:06Z,"Melty Blood (メルティブラッド, Meruti Buraddo) is a series of 2D visual novel fighting game, co-developed by dōjin circles Type-Moon and French-Bread as the meta-sequel of the Type-Moon's first visual novel Tsukihime.","Melty Blood (メルティブラッド, Meruti Buraddo) is a series of 2D visual novel fighting game, co-developed by dōjin circles Type-Moon and French-Bread as the meta-sequel of the Type-Moon's first visual novel Tsukihime.",0
"Navan, Inc.",2021-10-13T12:18:38Z,2021-10-27T17:36:47Z,TripActions is a travel management company for businesses and business travelers.,TripActions is a travel management company for businesses and business travelers.,0
Armadale and Thornlie lines,2021-10-20T10:18:12Z,2021-10-26T15:09:52Z,"The Armadale railway line is a suburban railway line in Western Australia that runs from Perth to Armadale, and continues as the South Western Railway to Bunbury.",The Armadale Line is a suburban rail service in Western Australia that runs from Perth to Armadale on the South Western Railway.,0
Zhai Zhigang,2021-10-14T20:58:02Z,2021-11-01T03:36:11Z,Zhai Zhigang is a major general of the People's Liberation Army Strategic Support Force and a People's Liberation Army Astronaut Corps taikonaut who became the first Chinese citizen to carry out a spacewalk.,Zhai Zhigang is a major general of the People's Liberation Army Strategic Support Force and a People's Liberation Army Astronaut Corps taikonaut who became the first Chinese citizen to carry out a spacewalk.,0
Women's Liberation Front,2021-10-01T18:37:42Z,2021-10-29T21:08:30Z,The Women's Liberation Front (WoLF) is an American non-profit organization known for its opposition to transgender rights and gender identity legislation.,The Women's Liberation Front (WoLF) is an American organization known for its opposition to transgender rights and gender identity legislation.,1
Prince Fushimi Hiroyoshi,2021-10-16T12:42:04Z,2021-10-16T12:49:18Z,"Prince Fushimi Hiroyoshi (伏見宮博義王, Fushimi-no-miya Hiroyoshi-ō, 8 December 1897 – 19 October 1938) was the eldest son of Prince Fushimi Hiroyasu, and heir-apparent due to inherit the position of 24th head of the Fushimi-no-miya shinnōke (collateral branch of the Imperial Family of Japan), and a career officer in the Imperial Japanese Navy.","Prince Fushimi Hiroyoshi (伏見宮博義王, Fushimi-no-miya Hiroyoshi-ō, 8 December 1897 – 19 October 1938) was the eldest son of Prince Fushimi Hiroyasu, and heir-apparent due to inherit the position of 24th head of the Fushimi-no-miya shinnōke (collateral branch of the Imperial Family of Japan), and a career officer in the Imperial Japanese Navy.",0
Ron Watkins,2021-10-15T04:07:19Z,2021-10-24T18:42:30Z,Ronald Watkins is an American conspiracy theorist who has played a major role in spreading the discredited far-right QAnon conspiracy theory and has promulgated baseless conspiracy theories.,Ronald Watkins is an American conspiracy theorist and site administrator of the imageboard website 8chan who has played a major role in spreading the discredited far-right QAnon conspiracy theory.,0
Adele,2021-10-01T04:01:59Z,2021-10-31T00:22:14Z,Adele is an English singer and songwriter who has sold over 120 million records.,Adele is an English singer and songwriter who has sold over 120 million records.,0
Team Secret,2021-10-02T09:13:49Z,2021-10-26T21:57:44Z,"Team Secret is an esports team based in Europe formed in 2014, best known for their Dota 2 team.","Team Secret is an esports team based in Europe formed in 2014, best known for their Dota 2 team.",0
Wanrong,2021-10-01T08:55:41Z,2021-10-30T11:32:14Z,"Wanrong was the wife and empress consort of Puyi, the last Emperor of China.","Wanrong was the wife and empress consort of Puyi, the last Emperor of China.",0
Carole Landis,2021-10-22T22:38:45Z,2021-10-22T23:22:39Z,"Landis was known as ""The Ping Girl"" and ""The Chest"" because of her curvy figure.","Landis was known as ""The Ping Girl"" and ""The Chest"" because of her curvy figure.",0
Yoshihide Suga,2021-10-01T08:04:33Z,2021-10-24T11:15:12Z,"Yoshihide Suga (菅 義偉, Suga Yoshihide, born 6 December 1948) is a Japanese politician serving as Prime Minister of Japan since 2020.","Yoshihide Suga (菅 義偉, Suga Yoshihide, born 6 December 1948) is a Japanese politician who served as Prime Minister of Japan and President of the Liberal Democratic Party (LDP) from 2020 to 2021",1
Hilton Worldwide,2021-10-11T10:59:41Z,2021-10-31T12:02:13Z,Hilton is an American multinational hospitality company that manages and franchises a broad portfolio of hotels and resorts.,Hilton is an American multinational hospitality company that manages and franchises a broad portfolio of hotels and resorts.,0
Qwiki,2021-10-04T20:25:24Z,2021-11-01T11:52:24Z,"Qwiki was a New York City based startup automated video production company acquired by Yahoo!on July 2, 2013 for a reported $50 million.","Qwiki was a New York City based startup automated video production company acquired by Yahoo! on July 2, 2013 for a reported $50 million.",0
Storting,2021-10-04T21:26:44Z,2021-10-20T10:17:01Z,"The Storting is the supreme legislature of Norway, established in 1814 by the Constitution of Norway, and is a unicameral parliament with 169 members elected every four years.","The supreme legislature of Norway, established in 1814 by the Constitution of Norway, is known as Stortinget and is a unicameral parliament with 169 members elected every four years.",0
Gian-Carlo Carra,2021-10-19T12:49:36Z,2021-10-23T20:30:54Z,"Gian-Carlo Carra is a municipal politician who currently serves as Councillor of Ward 9 in Calgary, Alberta.","Gian-Carlo Carra is a municipal politician who currently serves as Councillor of Ward 9 in Calgary, Alberta.",0
Olga Richterová,2021-10-06T17:25:46Z,2021-10-27T13:50:05Z,"Olga Richterová (born 21 January 1985) is a Czech linguist, translator and politician.","Olga Richterová (born 21 January 1985) is a Czech linguist, translator and politician.",0
Grateful Dead,2021-10-04T22:24:23Z,2021-10-10T07:43:20Z,"The Grateful Dead was an American rock band known for its eclectic style, lengthy instrumental jams, and devoted fan base.","The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California, known for its eclectic style which fused elements of rock, folk, country, jazz, bluegrass, blues, gospel, and psychedelic rock, for live performances of lengthy instrumental jams, and for its devoted fan base, known as ""Deadheads"".",1
William Shatner,2021-10-04T14:01:22Z,2021-10-29T22:20:21Z,"William Shatner OC (born March 22, 1931) is a Canadian actor, author, producer, director, screenwriter, and singer.","William Shatner OC (born March 22, 1931) is a Canadian actor, author, producer, director, screenwriter, space tourist, and musician.",1
LibreOffice,2021-10-06T21:11:02Z,2021-10-31T16:30:09Z,"LibreOffice is a free and open-source office productivity software suite, a project of The Document Foundation (TDF).","LibreOffice is a free and open-source office productivity software suite, a project of The Document Foundation (TDF).",0
Moon Knight (TV series),2021-10-04T19:47:37Z,2021-10-15T12:03:21Z,"Moon Knight is an upcoming American television miniseries created by Jeremy Slater for the streaming service Disney+, based on the Marvel Comics character of the same name.","Moon Knight is an upcoming American television miniseries created by Jeremy Slater for the streaming service Disney+, based on the Marvel Comics character of the same name.",0
Sri Koesnapsijah,2021-10-27T00:38:59Z,2021-11-01T19:10:31Z,Sri Koesnapsijah was a Javanese language author of the Dutch East Indies.,Sri Koesnapsijah was a Javanese language writer and activist of the Dutch East Indies and Indonesia who was known for her short stories and articles.,1
Roy Horan,2021-10-17T13:54:21Z,2021-10-29T20:38:06Z,"Roy Horan III (born January 1, 1950 - death October 16, 2021) was an American actor and martial artist.",Roy Horan III was an American actor and martial artist.,0
Amir Abdullah Khan Rokhri,2021-10-29T00:55:34Z,2021-10-31T00:32:37Z,Amir Abdullah Khan Rokhri was a politician and was involved in the Pakistan Movement.,Amir Abdullah Khan Rokhri was an active member of the Muslim Students Federation as a student and campaigned for the Pakistan Movement from the Mianwali District.,1
Reba McEntire,2021-10-08T00:48:40Z,2021-10-31T08:59:59Z,"Reba Nell McEntire is an American country singer, songwriter, and actress who began her career in the music industry as a high school student.","Reba Nell McEntire is an American actress, businesswoman and country music artist who has sold more than 75 million records worldwide and has placed over 100 singles on the Billboard Hot Country Songs chart, 25 of which reached the number one spot.",1
Gadi Taub,2021-10-08T08:25:11Z,2021-10-08T08:30:29Z,"Taub is an Israeli historian, author, screenwriter and political commentator.","Taub is an Israeli historian, author, screenwriter and political commentator.",0
Dagmar Cross,2021-10-04T12:16:21Z,2021-10-11T22:48:41Z,The Dagmar Cross is an 11th or 12th-century Byzantine reliquary cross made of gold with cloisonné enameling.,The Dagmar Cross is an 11th or 12th-century Byzantine reliquary cross made of gold with cloisonné enameling.,0
Karlo Letica,2021-10-12T10:57:19Z,2021-10-21T17:16:58Z,Karlo Letica is a Croatian footballer who plays for Romanian club CFR Cluj as a goalkeeper.,Karlo Letica is a Croatian footballer who plays for Romanian club CFR Cluj as a goalkeeper.,0
Paul Blanca,2021-10-17T15:09:22Z,2021-10-19T11:07:28Z,"Paul Blanca, alias Paul Vlaswinkel (born 11 November 1958, Amsterdam, died 16 October 2021 Amsterdam), was an art photographer.","Paul Blanca (born Paul Vlaswinkel, 11 November 1958 – 15 October 2021) was a Dutch photographer.",1
"Finesville, New Jersey",2021-10-06T12:47:51Z,2021-10-08T12:04:06Z,"Finesville is an unincorporated community and census-designated place (CDP) located within Pohatcong Township in Warren County, New Jersey, United States.","Finesville is an unincorporated community and census-designated place (CDP) located within Pohatcong Township in Warren County, New Jersey, United States.",0
Marbled electric ray,2021-10-19T16:52:10Z,2021-10-22T18:54:20Z,The marbled electric ray (Torpedo marmorata) is a species of electric ray in the family Torpedinidae found in the coastal waters of the eastern Atlantic Ocean from the North Sea to South Africa.,The marbled electric ray (Torpedo marmorata) is a species of electric ray in the family Torpedinidae found in the coastal waters of the eastern Atlantic Ocean from the North Sea to South Africa.,0
Joy Hodges,2021-10-31T23:37:42Z,2021-11-01T00:48:24Z,"Joy Hodges was an American singer and actress who performed on radio, on film, on Broadway, and with big bands.","Joy Hodges was an American singer and actress who performed on radio, on film, on Broadway, and with big bands.",0
Lincoln Memorial,2021-10-03T09:41:19Z,2021-10-25T16:05:51Z,"The Lincoln Memorial is a US national memorial built to honor the 16th president of the United States, Abraham Lincoln.","The Lincoln Memorial is a US national memorial built to honor the 16th president of the United States, Abraham Lincoln.",0
Puneeth Rajkumar,2021-10-02T17:41:22Z,2021-11-01T23:37:06Z,"Puneeth Rajkumar (born 17 March 1975), colloquially known as Appu, is an Indian actor, playback singer, television presenter, and producer who works primarily in Kannada cinema.","Puneeth Rajkumar (17 March 1975 – 29 October 2021), colloquially known as Appu, was an Indian actor, playback singer, television presenter, and producer who worked primarily in Kannada cinema.",1
Eva Xaním,2021-10-20T15:20:22Z,2021-10-28T10:51:39Z,"Eva González Álvarez, known as Eva Xanim, born December 11 1994, is a Galician writer and teacher.","Eva González Álvarez (known as Eva Xanim; born December 11, 1994) is a Galician writer and teacher.",0
Mustafa Ali,2021-10-02T16:51:21Z,2021-10-31T05:41:33Z,"Adeel Alam (born March 28, 1986) is an American professional wrestler, of Indian and Pakistani origin, best known under the ring name Mustafa Ali.","Mustafa Ali is an American professional wrestler currently signed to WWE, where he performs on the SmackDown brand.",0
Alberto Marvelli,2021-10-26T19:38:42Z,2021-10-26T19:41:45Z,Marvelli became noted for his defense of the poor and for selflessness during World War II in tending to the homeless and wounded despite the devastating air raids while placing himself at risk in doing so.,Marvelli became noted for his defense of the poor and for selflessness during World War II in tending to the homeless and wounded despite the devastating air raids while placing himself at risk in doing so.,0
Greg Tribbett,2021-10-05T02:02:34Z,2021-10-10T16:56:06Z,"Gregory Arnold Tribbett Jr. is a founding member, lead guitarist and backing vocalist of the nu-metal band Mudvayne.","Gregory Arnold Tribbett Jr. (born November 7, 1968), is an American musician and songwriter who is one of the founding members, lead guitarist and backing vocalist of the nu-metal band Mudvayne.",0
Jose W. Diokno,2021-10-03T06:09:25Z,2021-10-25T13:29:36Z,Diokno is the only person to top both the Philippine Bar Examination and the board exam for Certified Public Accountants (CPA).,Diokno is the only person to top both the Philippine Bar Examination and the board exam for Certified Public Accountants (CPA).,0
All Too Well,2021-10-01T06:37:01Z,2021-10-31T07:17:52Z,"""All Too Well"" is a song recorded by American singer-songwriter Taylor Swift.","""All Too Well"" is a song by American singer-songwriter Taylor Swift.",0
Marlene Dietrich,2021-10-09T00:15:19Z,2021-10-26T21:06:23Z,Marlene Dietrich was a German-born American actress and singer whose career spanned from the 1910s to the 1980s.,Marlene Dietrich was a German-born American actress and singer whose career spanned from the 1910s to the 1980s.,0
Tsitsi Dangarembga,2021-10-12T12:56:51Z,2021-10-24T16:46:42Z,"Tsitsi Dangarembga (born 4 February 1959) is a Zimbabwean novelist, playwright, and filmmaker whose debut novel, Nervous Conditions (1988), was named by the BBC in 2018 as one of the top 100 books that have shaped the world.","Tsitsi Dangarembga (born 4 February 1959) is a Zimbabwean novelist, playwright, and filmmaker.",0
Gentofte Stars,2021-10-15T20:44:49Z,2021-10-15T20:45:04Z,Gentofte Stars is a Danish ice hockey team from the Gentofte in the northern suburbs of Copenhagen.,Gentofte Stars is a Danish ice hockey team from the Gentofte in the northern suburbs of Copenhagen.,0
Isaiah Aram Minasian,2021-10-03T03:59:51Z,2021-10-04T14:42:43Z,Minasian began playing violin on the training of his mother at a very early age.,Minasian began playing violin on the training of his mother at a very early age.,0
Christopher Wenner,2021-10-27T21:14:58Z,2021-10-31T02:12:48Z,"Christopher Wenner, now better known as Max Stahl (born 6 December 1954), is a British journalist and former television presenter.","Max Christopher Wenner, known as Christopher Wenner and later as Max Stahl (6 December 1954 – 28 October 2021), was a British journalist and television presenter.",1
Eva Olsson (scientist),2021-10-14T20:18:27Z,2021-10-18T18:25:53Z,Olsson is a Swedish physicist and Professor at Chalmers University of Technology who is a member of the Royal Swedish Academy of Sciences and part of the selection committee for Nobel Prize in Physics.,"Olsson is a Swedish physicist who is a Professor at Chalmers University of Technology, a member of the Royal Swedish Academy of Sciences, and part of the selection committee for Nobel Prize in Physics.",0
Meningitis,2021-10-03T21:46:02Z,2021-10-12T17:41:12Z,"Meningitis is an acute inflammation of the protective membranes covering the brain and spinal cord, known collectively as the meninges.","Meningitis is an acute inflammation of the protective membranes covering the brain and spinal cord, known collectively as the meninges.",0
"West Bend, Wisconsin",2021-10-18T20:21:38Z,2021-10-18T20:25:39Z,"West Bend is the county seat of Washington County, Wisconsin, United States, in southeastern Wisconsin.","West Bend is the county seat of Washington County, Wisconsin, United States, in southeastern Wisconsin.",0
Marguerite Dunlap,2021-10-07T19:07:45Z,2021-10-18T09:46:58Z,"Marguerite Dunlap (July 20, 1887-January 7, 1959) was an American contralto opera singer who is chiefly remembered for her recordings for Victor Records from 1904-1928 .",Marguerite Dunlap (20 July 1887 – 7 January 1959) was an American contralto opera singer.,0
Roger Waters,2021-10-06T18:13:23Z,2021-10-14T17:46:42Z,"George Roger Waters (born 6 September 1943) is an English songwriter, singer, bassist, and composer.","George Roger Waters (born 6 September 1943) is an English songwriter, singer, bassist, and composer. ",0
Gökhan Saki,2021-10-02T01:05:14Z,2021-11-01T15:02:04Z,Gökhan Saki is a Dutch-Turkish mixed martial artist and former kickboxer.,Gökhan Saki is a Dutch-Turkish kickboxer and mixed martial artist.,0
"Lake Mohawk, New Jersey",2021-10-29T18:38:37Z,2021-10-29T19:40:27Z,"Lake Mohawk is an unincorporated residential development and census-designated place (CDP) split between Byram Township and Sparta Township, in Sussex County, New Jersey, United States.","Lake Mohawk is an unincorporated residential development and census-designated place (CDP) split between Byram Township and Sparta Township, in Sussex County, New Jersey, United States.",0
Minister of Agriculture and Food (Norway),2021-10-14T14:25:34Z,2021-10-14T14:26:22Z,The Minister of Agriculture and Food is a councilor of state and chief of the Norway's Ministry of Agriculture and Food.,The Minister of Agriculture and Food is a councilor of state and chief of the Norway's Ministry of Agriculture and Food.,0
Mahendra Munjapara,2021-10-13T15:14:22Z,2021-10-21T15:19:36Z,Dr. Mahendra Munjapara is an Indian politician serving as Minister of State for AYUSH and Minister of State for Woman and Child Development.,Dr. Mahendra Munjapara is an Indian politician serving as Minister of State for AYUSH and Minister of State for Woman and Child Development.,0
Marianne Schmid Mast,2021-10-22T11:38:00Z,2021-10-22T11:42:11Z,"Marianne Schmid Mast is Professor of Organizational Behavior in the Faculty of Business and Economics (HEC) of the University of Lausanne, Switzerland.","Marianne Schmid Mast is a Professor of Organizational Behavior and Dean of the Faculty of Business and Economics (HEC) of the University of Lausanne, Switzerland.",0
David Fleay,2021-10-09T00:46:40Z,2021-10-09T00:48:39Z,"David Howells Fleay AM MBE (/ˈflaɪ/; 6 January 1907 – 7 August 1993) was an Australian scientist and naturalist who pioneered the captive breeding of endangered species, and was the first person to breed the platypus (Ornithorhynchus anatinus) in captivity.","David Howells Fleay AM MBE (/ˈflaɪ/; 6 January 1907 – 7 August 1993) was an Australian scientist and naturalist who pioneered the captive breeding of endangered species, and was the first person to breed the platypus (Ornithorhynchus anatinus) in captivity.",0
Severus Alexander,2021-10-12T03:46:30Z,2021-11-01T22:03:48Z,"Marcus Aurelius Severus Alexander (1 October 208 – 19/22 March 235), more commonly referred to simply as Severus Alexander, was a Roman emperor, who reigned from 222 until 235","Marcus Aurelius Severus Alexander (1 October 208 – 19/22 March 235) was a Roman emperor, who reigned from 222 until 235.",0
Deborah Fallows,2021-10-05T17:08:41Z,2021-10-05T20:24:04Z,Deborah Fallows is an American writer.,Deborah Fallows is an American writer and linguist.,1
Soviet Central Television,2021-10-12T18:29:16Z,2021-10-30T17:49:16Z,"The Central Television of the USSR (Russian: Центральное телевидение СССР, romanized: Tsentral'noye televideniye SSSR; abbr. CT USSR ) was the state television broadcaster of the Soviet Union.","The Central Television of the USSR (Russian: Центральное телевидение СССР, romanized: Tsentral'noye televideniye SSSR; abbr. CT USSR ) was the state television broadcaster of the Soviet Union.",0
Jin Matsubara,2021-10-13T01:11:01Z,2021-10-30T23:08:26Z,Matsubara is a Japanese politician and a member of the House of Representatives in the Diet (national legislature).,Matsubara is a Japanese politician and a member of the House of Representatives in the Diet (national legislature).,0
Mehdi Ghayedi,2021-10-07T13:16:27Z,2021-10-15T23:24:59Z,"Mehdi Ghayedi (Persian: مهدی قایدی, born 5 December 1998) is an Iranian professional footballer who plays as a left winger or second striker for UAE Pro League club Shabab Al Ahli and the Iran national team.","Mehdi Ghayedi (Persian: مهدی قایدی, born 5 December 1998) is an Iranian professional footballer who plays as a left winger or second striker for UAE Pro League club Shabab Al Ahli and the Iran national team.",0
Kenneth Vermeer,2021-10-21T09:33:24Z,2021-10-29T19:06:30Z,Kenneth Harold Vermeer is a Dutch professional footballer who plays as a goalkeeper for Major League Soccer club FC Cincinnati.,Vermeer is a Dutch professional footballer who plays as a goalkeeper for Major League Soccer club FC Cincinnati and is the current Dutch national team record holder for longest streak in goal without conceding in a match.,1
Samuel Daniel,2021-10-09T11:55:18Z,2021-10-13T07:06:41Z,"Samuel Daniel was an English poet, playwright, historian, and innovator in a wide range of literary genres.","Samuel Daniel was an English poet, playwright, historian, and innovator in a wide range of literary genres whose works had a significant influence on contemporary writers, including William Shakespeare.",0
Coleta de Sabata,2021-10-16T16:44:32Z,2021-10-25T07:22:04Z,"Coleta de Sabata was a Romanian engineer, teacher, and rector of the Politehnica University of Timișoara, whose research field was the capture of solar energy.",Coleta de Sabata was a Romanian engineer who seved as rector of the Politehnica University of Timișoara.,0
Wicked Witch of the East,2021-10-24T00:56:03Z,2021-10-24T01:11:18Z,The Wicked Witch of the East is a fictional character created by American author L. Frank Baum.,The Wicked Witch of the East is a fictional character created by American author L. Frank Baum.,0
Humphrey Lloyd Hime,2021-10-29T20:55:53Z,2021-10-30T04:59:28Z,"Humphrey Lloyd Hime (17 September 1833 – 31 October 1903) was an Irish-Canadian photographer, surveyor, businessman, and politician who accompanied Henry Youle Hind on his 1858 Assiniboine and Saskatchewan Exploring Expedition, meant to assess the viability of settling Western Canada.","Humphrey Lloyd Hime (17 September 1833 – 31 October 1903) was an Irish-Canadian photographer, surveyor, businessman, and politician. He accompanied Henry Youle Hind on his 1858 Assiniboine and Saskatchewan Exploring Expedition, which was meant to assess the viability of settling Western Canada.",0
Daniel Radcliffe,2021-10-09T07:37:00Z,2021-10-29T16:30:44Z,"Daniel Jacob Radcliffe (born 23 July 1989) is an English actor, best known for playing Harry Potter in the Harry Potter film series. ",Daniel Jacob Radcliffe (born 23 July 1989) is an English actor. ,0
Peter Bunnell,2021-10-01T14:48:36Z,2021-10-29T10:18:10Z,"Bunnell was an American author, scholar and historian of photography.","Peter Curtis Bunnell was an American author, scholar and historian of photography.",0
Great Dane Airlines,2021-10-05T14:48:38Z,2021-10-23T13:37:32Z,"Great Dane Airlines A/S is a Danish airline based in Aalborg, Denmark.","Great Dane Airlines A/S was a Danish airline based in Aalborg, Denmark. ",0
Aamir Liaquat Hussain,2021-10-04T07:54:12Z,2021-10-07T08:27:35Z,Politician Aamir Liaquat Hussain (Urdu: عامر لیاقت حسین; born 5 July 1971) is a Pakistani television host and politician who has been a member of the National Assembly of Pakistan since August 2018.,Politician Aamir Liaquat Hussain (Urdu: عامر لیاقت حسین; born 5 July 1971) is a Pakistani television host and former politician who was a member of the National Assembly of Pakistan from August 2018 to October 2021.,1
André Ayew,2021-10-11T16:42:34Z,2021-10-29T14:23:26Z,"André Morgan Rami Ayew (/ˈɑːjuː/ (listen); born 17 December 1989), also known as Dede Ayew in Ghana, is a Ghanaian professional footballer who plays as a winger for Qatar Stars League club Al Sadd and captains the Ghana national team.","André Morgan Rami Ayew (/ˈɑːjuː/ (listen); born 17 December 1989), also known as Dede Ayew in Ghana, is a Ghanaian professional footballer who plays as a winger for Qatar Stars League club Al Sadd and captains the Ghana national team.",0
Stéphane Mbia,2021-10-21T00:37:16Z,2021-10-21T19:27:42Z,Stéphane Mbia Etoundi is a Cameroonian professional footballer who plays as a defensive midfielder or defender for Spanish club CF Fuenlabrada.,Stéphane Mbia Etoundi is a Cameroonian professional footballer who plays as a defensive midfielder or defender for Spanish club CF Fuenlabrada.,0
Renato Zangheri,2021-10-17T07:14:58Z,2021-10-17T07:17:57Z,"Renato Zangheri (8 April 1925 – 6 August 2015) was an Italian politician, Mayor of Bologna from 1970 to 1983.",Renato Zangheri (8 April 1925 – 6 August 2015) was an Italian politician who was Mayor of Bologna from 1970 to 1983.,0
Lechosław Olsza,2021-10-13T11:15:45Z,2021-10-24T08:51:56Z,Lechosław Olsza (born 28 February 1949) is a Polish footballer.,"Lechosław ""Ola"" Olsza (born 28 February 1949) is a Polish former footballer playing as a midfielder and manager",1
Élise L'Heureux,2021-10-22T14:17:59Z,2021-10-26T06:42:35Z,"Elise L’Heureux (January 22, 1827 — January 1896), was a photographer from Quebec City, Quebec.","Élise L'Heureux (born Élise L'Hérault; January 22, 1827 – January 1896) was a photographer from Quebec City, Quebec.",0
Governor-General of New Zealand,2021-10-01T05:03:59Z,2021-10-31T20:55:07Z,"The Governor-General of New Zealand is the viceregal representative of the monarch of New Zealand, currently Queen Elizabeth II.","The governor-general of New Zealand is the viceregal representative of the monarch of New Zealand, currently Queen Elizabeth II.",0
Gustavo Barroso,2021-10-23T17:32:12Z,2021-10-24T00:05:17Z,"Gustavo Adolfo Luiz Dodt da Cunha Barroso was a Brazilian lawyer, writer, politician, and folklorist associated with Brazilian Integralism and antisemitism.","Gustavo Adolfo Luiz Dodt da Cunha Barroso was a Brazilian lawyer, writer, politician, and master of Brazilian folklore who was also known by the pseudonym João do Norte and is considered the most anti-Semitic Brazilian intellectual.",1
Mark P. Stucky,2021-10-10T08:53:54Z,2021-10-20T02:43:11Z,"Mark P. ""Forger"" Stucky (born 9 November 1958) is an American test pilot and commercial astronaut.","Mark P. ""Forger"" Stucky (born 9 November 1958) is an American test pilot and commercial astronaut.",0
