title,timestamp_first,timestamp_end,def_first,def_last,label
Bill Virdon,2021-11-13T20:12:50Z,2021-11-29T17:45:14Z," As manager William Charles Virdon (born June 9, 1931) is an American former professional baseball outfielder, manager, and coach in Major League Baseball (MLB)."," As manager William Charles Virdon (June 9, 1931 – November 23, 2021) was an American professional baseball outfielder, manager, and coach in Major League Baseball (MLB).",1
Jessica Watkins,2021-11-02T03:22:55Z,2021-11-22T10:15:42Z," Jessica Andrea Watkins (born May 14, 1988) is a NASA astronaut, geologist, aquanaut and former international rugby player."," Jessica Andrea Watkins (born May 14, 1988) is a NASA astronaut, geologist, aquanaut and former international rugby player.",0
Wakayama Castle (Suō),2021-11-13T01:57:37Z,2021-11-25T13:00:40Z," Wakayama Castle (若山城, Wakayama-jō) is the remains of a castle structure in Shūnan, Yamaguchi Prefecture, Japan."," Wakayama Castle (若山城, Wakayama-jō) is the remains of a castle structure in Shūnan, Yamaguchi Prefecture, Japan.",0
Leon Shenandoah,2021-11-24T02:36:15Z,2021-11-24T03:31:31Z,Leon Shenandoah (18 May 1915 – 22 July 1996) was an Onondaga politician who headed the Haudenosaunee (Iroquois) Confederacy from 1969 to his death.,Leon Shenandoah (18 May 1915 – 22 July 1996) was an Onondaga politician who headed the Haudenosaunee (Iroquois) Confederacy from 1968 to his death.,0
Geneviève Halévy,2021-11-24T22:31:04Z,2021-11-24T22:32:16Z," Marie-Geneviève Raphaëlle Halévy-Bizet-Straus (26 February 1849 – 22 December 1926), was a French salonnière who was the wife of Georges Bizet."," Marie-Geneviève Raphaëlle Halévy-Bizet-Straus (26 February 1849 – 22 December 1926), was a French salonnière who was the wife of Georges Bizet.",0
Sly Stone,2021-11-05T03:58:56Z,2021-11-30T13:43:35Z," Sylvester Stewart (born March 15, 1943), better known by his stage name Sly Stone, is an American musician, songwriter, and record producer who is most famous for his role as frontman for Sly and the Family Stone, playing a critical role in the development of funk with his pioneering fusion of soul, rock, psychedelia and gospel in the 1960s and 1970s."," Sylvester Stewart (born March 15, 1943), better known by his stage name Sly Stone, is an American musician, songwriter, and record producer who is most famous for his role as frontman for Sly and the Family Stone, playing a critical role in the development of funk with his pioneering fusion of soul, rock, psychedelia and gospel in the 1960s and 1970s.",0
Tuschinski Theatre,2021-11-07T13:37:21Z,2021-11-26T06:30:55Z," Koninklijk Theater Tuschinski (Royal Theater Tuschinski) is a movie theater located in the city of Amsterdam, in the Netherlands, near the Rembrandt Square."," Koninklijk Theater Tuschinski (Royal Theater Tuschinski) is a movie theater located in the city of Amsterdam, in the Netherlands, near the Rembrandt Square.",0
Nir Bitton,2021-11-03T23:18:46Z,2021-11-29T17:02:25Z," Nir Bitton (or Biton, Hebrew: ניר ביטון; born 30 October 1991) is an Israeli professional footballer who plays as either a defensive midfielder or centre-back for Scottish Premiership club Celtic and the Israel national team."," Nir Bitton (or Biton, Hebrew: ניר ביטון; born 30 October 1991) is an Israeli professional footballer who plays as either a defensive midfielder or centre-back for Scottish Premiership club Celtic and the Israel national team.",0
Vittorio Sogno,2021-11-18T21:20:23Z,2021-11-30T11:30:35Z," Vittorio Sogno (Spoleto, 25 July 1885 – 1971) was an Italian general during World War II."," Vittorio Sogno (Spoleto, 25 July 1885 – 1971) was an Italian general during World War II.",0
Harold and the Purple Crayon,2021-11-14T10:00:24Z,2021-11-27T19:46:07Z,Harold and the Purple Crayon is a 1955 children's book by Crockett Johnson.,Harold and the Purple Crayon is a 1955 children's book by Crockett Johnson.,0
Mathieu Jussaume,2021-11-13T18:26:55Z,2021-11-17T22:04:49Z,Mathieu Jussaume is a professional rugby league player with Toulouse Olympique in Super League.,Mathieu Jussaume is a professional rugby league player with Toulouse Olympique in Super League.,0
Richard Ramsbotham,2021-11-14T10:42:40Z,2021-11-26T01:05:19Z," Richard Bury Ramsbotham MBE (27 April 1880 – 23 September 1970) was an English first-class cricketer, British Army officer and educator."," Richard Bury Ramsbotham MBE (27 April 1880 – 23 September 1970) was an English first-class cricketer, British Army officer and educator.",0
Hedda Gabler,2021-11-03T10:36:29Z,2021-11-24T21:09:58Z," Hedda Gabler (Norwegian pronunciation: ) is a play written by Norwegian playwright Henrik Ibsen that dramatizes the experiences of the title character, Hedda, the daughter of a general, who is trapped in a marriage and a house that she does not want.",Hedda Gabler (Norwegian pronunciation: ) is a play written by Norwegian playwright Henrik Ibsen.,0
Emmanuelle Millet,2021-11-15T18:58:52Z,2021-11-16T13:38:33Z,Emmanuelle Millet is a French director and screenwriter.,Emmanuelle Millet is a French director and screenwriter.,0
Tokyo Big6 Baseball League,2021-11-11T20:54:02Z,2021-11-14T17:59:57Z," Tokyo Big6 Baseball League (東京六大学野球連盟, Tōkyō roku daigaku yakyū renmei) is an intercollegiate baseball league that features six prominent universities in the Tokyo area."," Tokyo Big6 Baseball League (東京六大学野球連盟, Tōkyō roku daigaku yakyū renmei) is an intercollegiate baseball league that features six prominent universities in the Tokyo area.",0
An Inspector Calls,2021-11-03T14:56:42Z,2021-12-01T20:48:59Z," An Inspector Calls is a play written by English dramatist J. B. Priestley, first performed in the Soviet Union in 1945 and at the New Theatre in London the following year."," An Inspector Calls is a play written by English dramatist J. B. Priestley, first performed in the Soviet Union in 1945 and at the New Theatre in London the following year.",0
The Peach Blossom Fan,2021-11-12T21:20:46Z,2021-11-22T03:59:46Z,The Peach Blossom Fan (Chinese: 桃花扇; pinyin: Táohuā shàn; Wade–Giles: T'ao-hua shan) is a musical play and historical drama in 44 scenes that was completed in 1699 by the early Qing dynasty playwright Kong Shangren after more than 10 years of effort.,The Peach Blossom Fan (Chinese: 桃花扇; pinyin: Táohuā shàn; Wade–Giles: T'ao-hua shan) is a musical play and historical drama in 44 scenes that was completed in 1699 by the early Qing dynasty playwright Kong Shangren after more than 10 years of effort.,0
Edward Gierwiałło,2021-11-14T10:34:39Z,2021-11-19T09:23:38Z," Edward Gierwiałło (30 July 1951 – 24 September 2011) was a Polish businessman, co-founder of the development company Edbud in 1992."," Edward Gierwiałło (30 July 1951 – 24 September 2011) was a Polish businessman, film producer, co-founder of the development company Edbud in 1992, whose revenues from the sale of apartments exceeded PLN 350 million in 2013, and the company itself was one of the most popular in Warsaw.",1
André Jacque,2021-11-10T03:08:31Z,2021-11-25T19:11:56Z," André Jacque (born October 13, 1980) is an American politician who serves as a Wisconsin State Senator, representing the 1st senatorial district as a Republican since 2019."," André Jacque (born October 13, 1980) is an American politician who serves as a Wisconsin State Senator, representing the 1st senatorial district as a Republican since 2019.",0
Marko Dijakovic,2021-11-25T17:23:06Z,2021-11-25T17:42:55Z,Marko Dijakovic (born 18 March 2002) is a Austrian professional football player who plays for SK Rapid Wien.,Marko Dijakovic (born 18 March 2002) is an Austrian professional football player who plays for SK Rapid Wien.,0
Hakeem Oluseyi,2021-11-01T13:12:34Z,2021-11-30T19:52:43Z," Hakeem Muata Oluseyi (born James Edward Plummer, Jr. ) is an American astrophysicist, cosmologist, inventor, educator, science communicator, author, actor, veteran, and humanitarian."," Hakeem Muata Oluseyi (born James Edward Plummer, Jr. ; March 13, 1967) is an American astrophysicist, cosmologist, inventor, educator, science communicator, author, actor, veteran, and humanitarian.",0
Pat Serret,2021-11-19T22:38:17Z,2021-11-20T23:10:36Z,Patrick Serret (born 2 August 1960) is an Australian former professional tennis player.,Patrick Serret (born 2 August 1960) is an Australian former professional tennis player.,0
Cold War,2021-11-05T09:52:47Z,2021-11-30T06:37:57Z," The Cold War was a period of geopolitical tension between the United States and the Soviet Union and their respective allies, the Western Bloc and the Eastern Bloc, which began following World War II."," The Cold War was a period of geopolitical tension between the United States and the Soviet Union and their respective allies, the Western Bloc and the Eastern Bloc, which began following World War II.",0
Valentin Abel,2021-11-22T01:03:07Z,2021-11-24T11:20:51Z,Valentin Abel (born 7 February 1991) is a German politician.,Valentin Abel (born 7 February 1991) is a German politician.,0
Locrine,2021-11-20T16:24:23Z,2021-11-27T16:51:08Z,Locrine is an Elizabethan play depicting the legendary Trojan founders of the nation of England and of Troynovant (London).,Locrine is an Elizabethan play depicting the legendary Trojan founders of the nation of England and of Troynovant (London).,0
The Duke (2020 film),2021-11-04T13:50:20Z,2021-11-24T03:15:34Z," The Duke is a 2020 British comedy-drama film directed by Roger Michell, with a screenplay by Richard Bean and Clive Coleman."," The Duke is a 2020 British comedy-drama film directed by Roger Michell, with a screenplay by Richard Bean and Clive Coleman.",0
Xtreme Pro Wrestling,2021-11-06T05:43:05Z,2021-11-23T00:34:41Z,Xtreme Pro Wrestling (XPW) was an American independent professional wrestling promotion in Los Angeles owned by Rob Zicari.,Xtreme Pro Wrestling (XPW) is an American independent professional wrestling promotion owned by Rob Zicari.,0
Pat Martino,2021-11-01T20:38:01Z,2021-11-10T07:19:38Z," Pat Martino (born Patrick Azzara; August 25, 1944) was an American jazz guitarist and composer."," Pat Martino (born Patrick Carmen Azzara; August 25, 1944 – November 1, 2021) was an American jazz guitarist and composer.",1
Comcast,2021-11-04T03:17:53Z,2021-11-22T20:58:40Z," Comcast Corporation (formerly known as American Cable Systems and Comcast Holdings) is an American multinational telecommunications conglomerate headquartered in Philadelphia, Pennsylvania."," Comcast Corporation (formerly known as American Cable Systems and Comcast Holdings) is an American multinational telecommunications conglomerate headquartered in Philadelphia, Pennsylvania.",0
Richard Serra,2021-11-12T17:31:48Z,2021-11-23T03:59:47Z," Richard Serra (born November 2, 1938) is an American artist known for his large-scale sculptures made for site-specific landscape, urban, and architectural settings."," Richard Serra (born November 2, 1938) is an American artist known for his large-scale sculptures made for site-specific landscape, urban, and architectural settings.",0
Bloodborne,2021-11-02T19:54:15Z,2021-11-26T23:31:33Z," Bloodborne is an action role-playing game developed by FromSoftware and published by Sony Computer Entertainment, which was released for the PlayStation 4 in March 2015."," Bloodborne is an action role-playing game developed by FromSoftware and published by Sony Computer Entertainment, which was released for the PlayStation 4 in March 2015.",0
Crucified Christ (Třeboň),2021-11-15T14:14:01Z,2021-11-15T15:45:42Z,The Crucified Christ (around 1380) from the Augustinian monastery church of Saint Giles in Třeboň is one of the most important sculptural monuments from the end of the reign of Charles IV.,The Crucified Christ (around 1380) from the Augustinian monastery church of Saint Giles in Třeboň is one of the most important sculptural monuments from the end of the reign of Charles IV.,0
Lil Durk,2021-11-04T20:20:38Z,2021-12-01T23:37:28Z," Durk Derrick Banks (born October 19, 1992), known professionally as Lil Durk, is an American rapper and singer from Chicago, Illinois."," Durk Derrick Banks (born October 19, 1992), known professionally as Lil Durk, is an American rapper and singer from Chicago, Illinois.",0
Pākehā,2021-11-04T19:58:36Z,2021-11-25T13:22:40Z," Pākehā (or Pakeha; /ˈpɑːkɛhɑː, -kiːhɑː, -kiːə/; Māori pronunciation: ) is a Māori-language term for New Zealanders primarily of European descent."," Pākehā (or Pakeha; /ˈpɑːkɛhɑː, -kiːhɑː, -kiːə/; Māori pronunciation: ) is generally a Māori-language term for New Zealanders primarily of European descent.",0
Ben Higgins,2021-11-14T04:23:12Z,2021-11-25T09:49:56Z," Benjamin ""Ben"" Higgins (born March 23, 1989) is an American television personality and entrepreneur who starred on the 20th season of ABC's The Bachelor, after appearing on the 11th season of The Bachelorette."," Benjamin Edward Higgins (born March 23, 1989), better known as Ben Higgins, is an American television personality and entrepreneur who starred on the 20th season of ABC's The Bachelor, after appearing on the 11th season of The Bachelorette.",1
Nico Rosso,2021-11-05T17:51:16Z,2021-11-10T08:05:12Z," Nico Rosso (Turin, July 19th , 1910 - São Paulo, October 1st, 1981) was an Italian-Brazilian comic artist."," Nico Rosso (Turin, July 19th , 1910 - São Paulo, October 1st, 1981) was an Italian-Brazilian comic artist.",0
Dragon,2021-11-05T00:34:09Z,2021-12-01T06:03:59Z," A dragon is a large, serpentine, legendary creature that appears in the folklore of many cultures worldwide."," A dragon is a large, serpentine, legendary creature that appears in the folklore of many cultures worldwide.",0
Ana Ramacake,2021-11-02T18:22:11Z,2021-11-04T13:37:38Z," Ana Ramacake was a Fijian athlete and, together with her husband, the operator of several hotels in Fiji.","Ana Ramacake was a Fijian athlete and, together with her husband, the operator of several hotels in Fiji.",0
Justo Gallego Martínez,2021-11-28T13:32:55Z,2021-11-30T11:42:24Z," Justo Gallego Martínez (also known as Don Justo) (20 September 1925 in Mejorada del Campo – 28 November 2021) was a former monk who has been constructing a cathedral building on his own in the town of Mejorada del Campo in the Community of Madrid, Spain, since 1961."," Justo Gallego Martínez (20 September 1925 – 28 November 2021), also known as Don Justo, was a Spaniard, who was known for constructing a church building in the dimensions of a cathedral on his own in the town of Mejorada del Campo since 1961.",0
Satomi Takano,2021-11-11T16:55:01Z,2021-11-11T16:58:02Z," Satomi Takano (Japanese: 高野聡美, Takano Satomi, born June 19, 1990) is a Japanese mixed martial artist, currently competing in the atomweight division of Shooto, where she is the current Shooto Super Atomweight champion."," Satomi Takano (Japanese: 高野聡美, Takano Satomi, born June 19, 1990) is a Japanese mixed martial artist, currently competing in the atomweight division of Shooto, where she is the current Shooto Super Atomweight champion.",0
L.A. by Night,2021-11-10T18:53:13Z,2021-11-25T11:24:32Z," L. A. By Night is an American actual play web series, set canonically in the World of Darkness series, where the cast plays the fifth edition of Vampire: The Masquerade.",L. A. by Night is an American actual play web series where the cast plays as vampires using the fifth edition Vampire: The Masquerade ruleset.,0
Renew Enköping,2021-11-22T01:20:57Z,2021-11-22T16:09:42Z," Renew Enköping (Swedish: Nystart Enköping, NE) is a local political party in Enköping municipality, located in Uppsala county."," Renew Enköping (Swedish: Nystart Enköping, NE) is a local political party in Enköping municipality, located in Uppsala county, Sweden.",0
Des Bethke,2021-11-21T04:38:55Z,2021-11-21T05:12:16Z,Desmond Norman Bethke OAM (born 19 August 1943) is a former Australian rules footballer who played with South Melbourne in the Victorian Football League (VFL).,Desmond Norman Bethke OAM (born 19 August 1943) is a former Australian rules footballer who played with South Melbourne in the Victorian Football League (VFL).,0
DWIZ-AM,2021-11-13T14:06:00Z,2021-11-28T17:22:23Z," DWIZ (882 AM) is a radio station owned and operated by Aliw Broadcasting Corporation, a subsidiary of the ALC Group of Companies."," DWIZ (882 AM) is a radio station owned and operated by Aliw Broadcasting Corporation, a subsidiary of the ALC Group of Companies.",0
Józef Maria Bocheński,2021-11-09T18:50:12Z,2021-11-17T17:58:51Z," Józef Maria Bocheński (Czuszów, Congress Poland, Russian Empire, 30 August 1902 – 8 February 1995, Fribourg, Switzerland) was a Polish Dominican, logician and philosopher."," Józef Maria Bocheński (Czuszów, Congress Poland, Russian Empire, 30 August 1902 – 8 February 1995, Fribourg, Switzerland) was a Polish Dominican, logician and philosopher.",0
Jang Hyuk-jin,2021-11-03T15:35:43Z,2021-12-01T13:33:44Z," Jang Hyuk-jin (Real name: jangseokhyeon, born 16 August 1971) is a South Korean actor."," Jang Hyuk-jin (Korean: 장혁진, Real name: jangseokhyeon, born 16 August 1971) is a South Korean actor.",0
Tamaru Domain,2021-11-20T10:28:57Z,2021-11-20T10:31:19Z," Tamaru Domain (田丸藩, Tamaru-han) was a feudal domain under the Tokugawa shogunate of Edo period Japan, located in Ise Province in what is now modern-day Tamaki, Mie.","Tamaru Domain (田丸藩, Tamaru-han) was a feudal domain under the Tokugawa shogunate of Edo period Japan, located in Ise Province in what is now modern-day Tamaki, Mie.",0
Anabarhynchus albipennis,2021-11-09T07:03:40Z,2021-11-10T19:15:45Z,Anabarhynchus albipennis is a species of stiletto fly in the family Therevidae.,Anabarhynchus albipennis is a species of stiletto fly in the family Therevidae.,0
Ruben Altunyan,2021-11-22T17:52:30Z,2021-11-24T16:25:14Z,Ruben Altunyan (1939 21 November 2021) was an Armenian composer and conductor.,Ruben Altunyan (31 March 1939 – 21 November 2021) was an Armenian composer and conductor.,1
Black-tailed godwit,2021-11-04T10:38:34Z,2021-11-20T22:20:54Z," The black-tailed godwit (Limosa limosa) is a large, long-legged, long-billed shorebird first described by Carl Linnaeus in 1758."," The black-tailed godwit (Limosa limosa) is a large, long-legged, long-billed shorebird first described by Carl Linnaeus in 1758.",0
Ebenezer Bailey,2021-11-23T03:26:29Z,2021-11-23T03:40:23Z,"Ebenezer Bailey (June 25, 1795 – August 5, 1839) is/was a educator"," Ebenezer Bailey (June 25, 1795 – August 5, 1839) was an American educator.",1
Last Night in Soho,2021-11-01T03:10:06Z,2021-12-01T09:41:32Z,"Last Night in Soho is a 2021 British psychological thriller film directed by Edgar Wright, with a screenplay by Wright and Krysty Wilson-Cairns, from a story by Wright.",Last Night in Soho is a 2021 British psychological horror film directed and co-written by Edgar Wright.,0
Ming-Na Wen,2021-11-02T00:22:22Z,2021-12-01T18:20:22Z," Ming-Na Wen (Chinese: 溫明娜; born November 20, 1963) is an American actress and model."," Ming-Na Wen (Chinese: 溫明娜; born November 20, 1963) is an American actress and model.",0
Nikita Ridgeway,2021-11-25T16:02:57Z,2021-11-26T00:37:03Z," Nikita Rdidgeway (born 1986) is a Bundjalung/Biripi tattoo artist and graphic designer from Australia, who was awarded the a BBC 100 Women Award in 2015 in recognition of her entrepreneurial work and advocacy for Aboriginal graphic design."," Nikita Ridgeway (born 1986) is a Bundjalung/Biripi tattoo artist and graphic designer from Australia, who was awarded the a BBC 100 Women Award in 2015 in recognition of her entrepreneurial work and advocacy for Aboriginal graphic design.",0
Sinan Sandal,2021-11-30T13:46:58Z,2021-11-30T14:41:59Z,Sinan Sandal (born 24 February 1989) is a Turkish judoka.,Sinan Sandal (born 24 February 1989) is a Turkish judoka.,0
Jusuf Serang Kasim,2021-11-17T01:41:36Z,2021-11-24T20:50:48Z,Jusuf Serang Kasim (2 February 1944 – 12 November 2021) was an Indonesian politician.,Jusuf Serang Kasim (2 February 1944 – 12 November 2021) was an Indonesian politician.,0
Bohdan Levkiv,2021-11-29T20:11:22Z,2021-12-01T21:09:04Z,Bohdan Levkiv (Ukrainian: Левків Богдан Євгенович; 22 February 1950 – 25 November 2021) was a Ukrainian politician.,Bohdan Levkiv (Ukrainian: Левків Богдан Євгенович; 22 February 1950 – 25 November 2021) was a Ukrainian politician.,0
Lay's,2021-11-02T13:49:18Z,2021-11-30T14:20:35Z," Lay's is a brand of potato chips, as well as the name of the company that founded the chip brand in the United States."," Lay's is a brand of potato chips, as well as the name of the company that founded the chip brand in the United States.",0
Dark Waters (2019 film),2021-11-02T02:24:40Z,2021-11-27T23:35:11Z,Dark Waters is a 2019 American legal thriller film directed by Todd Haynes and written by Mario Correa and Matthew Michael Carnahan.,Dark Waters is a 2019 American legal thriller film directed by Todd Haynes and written by Mario Correa and Matthew Michael Carnahan.,0
Guy Dussaud,2021-11-13T07:01:52Z,2021-11-18T04:06:31Z,Guy Dussaud (born 8 December 1955) is a French former professional footballer who played as a right winger.,Guy Dussaud (born 8 December 1955) is a French former professional footballer who played as a right winger.,0
Sunao Tsuboi,2021-11-01T00:27:51Z,2021-11-02T16:30:54Z," Sunao Tsuboi (坪井 直, Tsuboi Sunao) (May 5, 1925 – October 24, 2021) was a Japanese anti-nuclear, anti-war activist, and teacher."," Sunao Tsuboi (坪井 直, Tsuboi Sunao, May 5, 1925 – October 24, 2021) was a Japanese anti-nuclear, anti-war activist, and teacher.",0
Hierodoris insignis,2021-11-16T00:34:44Z,2021-11-16T05:47:37Z,Hierodoris insignis is a species of moth in the family Gelechiidae.,Hierodoris insignis is a species of moth in the family Gelechiidae.,0
Pratibha Singh,2021-11-02T07:41:57Z,2021-11-24T10:08:50Z,Pratibha Singh (born 16 June 1956) is an indian politician who served as Member of Parliament for the 14th Lok Sabha of India.,Pratibha Singh (born 16 June 1956) is an Indian politician who is serving as Member of Parliament in the Lok Sabha.,1
Angels Flight,2021-11-13T07:17:11Z,2021-11-24T02:13:02Z," Angels Flight is a landmark and historic 2 ft 6 in (762 mm) narrow gauge funicular railway in the Bunker Hill district of Downtown Los Angeles, California."," Angels Flight is a landmark and historic 2 ft 6 in (762 mm) narrow gauge funicular railway in the Bunker Hill district of Downtown Los Angeles, California.",0
Giovanni Colonnelli,2021-11-25T15:48:38Z,2021-11-29T14:16:42Z," Giovanni Colonnelli (died 15 November 2021) was an Italian professional footballer who played for Parma, Reggiana and Maceratese."," Giovanni Colonnelli (14 January 1951 – 15 November 2021) was an Italian professional footballer who played for Parma, Reggiana and Maceratese.",1
"Wichita, Kansas",2021-11-05T19:55:53Z,2021-11-15T06:19:45Z,Wichita (/ˈwɪtʃɪtɔː/ WITCH-i-taw) is the largest city in the U. S. state of Kansas and the county seat of Sedgwick County.,Wichita (/ˈwɪtʃɪtɔː/ WITCH-i-taw) is the largest city in the U. S. state of Kansas and the county seat of Sedgwick County.,0
Boze Hadleigh,2021-11-02T03:56:37Z,2021-11-16T17:42:38Z," Boze Hadleigh (born May 15, 1954), sometimes writing as George Hadley-Garcia, is the author of several books that cover LGBT culture, popular culture, and show business."," Boze Hadleigh (born May 15, 1954), sometimes writing as George Hadley-Garcia, is the author of several books that cover LGBT culture, popular culture, and show business.",0
Agus Hamdani,2021-11-15T06:45:24Z,2021-11-15T20:38:44Z,Agus Hamdani (4 July 1970 – 11 November 2021) was an Indonesian politician.,Agus Hamdani (4 July 1970 – 11 November 2021) was an Indonesian politician.,0
Lorenzo Mora,2021-11-08T06:25:15Z,2021-12-01T17:12:16Z,Lorenzo Mora (born 30 September 1998) is a competitive Italian swimmer.,Lorenzo Mora (born 30 September 1998) is a competitive Italian swimmer.,0
I'm Not Ashamed,2021-11-08T16:36:58Z,2021-11-25T19:46:04Z," I'm Not Ashamed is a 2016 American biographical drama film directed by Brian Baugh and based on the journals of Rachel Scott, the first victim of the 1999 Columbine High School massacre in Columbine, Colorado."," I'm Not Ashamed is a 2016 American biographical drama film directed by Brian Baugh and based on the journals of Rachel Scott, the first victim of the 1999 Columbine High School massacre in Columbine, Colorado.",0
Oscar Dana Allen,2021-11-08T18:16:44Z,2021-11-08T18:29:12Z,"Oscar Dana Allen (February 25, 1836 – February 19, 1913) is/was a botanist. Oscar Dana Allen was born on February 25, 1836 in Hebron."," Oscar Dana Allen (February 25, 1836 – February 19, 1913) was a professor of chemistry at Yale University and a prolific researcher and collector of bryophytes.",1
USS LST-274,2021-11-12T18:59:23Z,2021-11-19T18:26:52Z,USS LST-274 was a LST-1-class tank landing ship in the United States Navy during World War II.,USS LST-274 was a LST-1-class tank landing ship in the United States Navy during World War II.,0
Ardeshir Zahedi,2021-11-05T07:41:25Z,2021-11-25T18:40:09Z," Ardeshir Zahedi, GCVO (Persian: اردشیر زاهدی; born 16 October 1928) is a former Iranian diplomat who served as the country's foreign minister (1966–1971) and its ambassador to the United States and the United Kingdom during the 1960s and 1970s."," Ardeshir Zahedi, GCVO (Persian: اردشیر زاهدی; 16 October 1928 – 18 November 2021) was an Iranian politician and diplomat who served as the country's foreign minister from 1966 to 1971, and its ambassador to the United States and the United Kingdom during the 1960s and 1970s.",1
Ozzy Osbourne,2021-11-01T20:05:09Z,2021-11-30T11:29:07Z," John Michael ""Ozzy"" Osbourne (born 3 December 1948) is an English singer, songwriter, and television personality."," John Michael ""Ozzy"" Osbourne (born 3 December 1948) is an English singer, songwriter, and television personality.",0
Frank Farrar,2021-11-01T02:22:13Z,2021-11-17T02:52:04Z," Frank Leroy Farrar (April 2, 1929 – October 31, 2021) was an American politician who was the 24th Governor of South Dakota."," Frank Leroy Farrar (April 2, 1929 – October 31, 2021) was an American politician who was the 24th governor of South Dakota.",0
J. Carson Brevoort,2021-11-05T19:26:14Z,2021-11-06T00:32:33Z," James Carson Brevoort (July 10, 1818 – December 7, 1887) was an American collector of rare books and coins."," James Carson Brevoort (July 10, 1818 – December 7, 1887) was an American collector of rare books and coins.",0
John Bard (philanthropist),2021-11-29T17:20:07Z,2021-11-29T17:27:36Z," John Bard (June 2, 1819 – February 12, 1899) was a Christian philanthropist who, along with his wife, Margaret Taylor Johnston, founded Bard College in New York, which was then known as St. Stephen's College, in order to train Episcopal Church ministers."," John Bard (June 2, 1819 – February 12, 1899) was a Christian philanthropist who, along with his wife, Margaret Taylor Johnston, founded Bard College in New York, which was then known as St. Stephen's College, in order to train Episcopal Church ministers.",0
Bradford Ripley Alden,2021-11-07T03:00:56Z,2021-11-07T04:28:06Z,"Bradford Ripley Alden (May 6, 1811 – September 10, 1870) is/was a ."," Bradford Ripley Alden (May 6, 1811 – September 10, 1870) was the ninth Commandant of the United States Military Academy in West Point, New York.",1
John K. Singlaub,2021-11-07T01:55:15Z,2021-11-23T10:18:15Z," Major General John Kirk Singlaub (born July 10, 1921) is a retired major general in the United States Army, founding member of the Central Intelligence Agency (CIA), and a highly decorated former officer in the former Office of Strategic Services (OSS)."," Major General John Kirk Singlaub (born July 10, 1921) is a retired major general in the United States Army, founding member of the Central Intelligence Agency (CIA), and a highly decorated former officer in the former Office of Strategic Services (OSS).",0
Alfred Cowles Sr.,2021-11-12T23:17:29Z,2021-11-12T23:22:39Z,Alfred Cowles Sr. (1832–1889) was an American businessperson and newspaper publisher.,Alfred Cowles Sr. (1832–1889) was an American businessperson and newspaper publisher.,0
Prince Andrew Romanoff,2021-11-08T05:56:12Z,2021-12-01T18:46:53Z,Prince Andrew Romanoff (born Andrew Andreevich Romanov; 21 January 1923) is a Russian American artist and author.,Prince Andrew Romanoff (born Andrew Andreievich Romanov; 21 January 1923 – 28 November 2021) was a Russian American artist and author.,1
No Regrets (Robbie Williams song),2021-11-13T23:48:40Z,2021-11-28T12:36:00Z," ""No Regrets"" is a song by British singer Robbie Williams."," ""No Regrets"" is a song by British singer Robbie Williams.",0
Madeleine Scopello,2021-11-19T14:05:14Z,2021-11-19T19:12:13Z," Madeleine Scopello (born 4 November 1953 in Turin, Italy) is a French historian of religion."," Madeleine Scopello (born 4 November 1953 in Turin, Italy) is a French historian of religion.",0
Henri Hinrichsen,2021-11-15T13:21:28Z,2021-11-15T13:38:04Z,Henri Hinrichsen (5 February 1868 – 17 September 1942) was a German music publisher and patron of music in Leipzig.,Henri Hinrichsen (5 February 1868 – 17 September 1942) was a German music publisher and patron of music in Leipzig.,0
Black Friday (shopping),2021-11-01T17:42:12Z,2021-11-30T18:05:46Z,Black Friday is a colloquial term for the Friday following Thanksgiving Day in the United States.,Black Friday is a colloquial term for the Friday following Thanksgiving in the United States.,0
Ed Sheeran,2021-11-02T16:34:34Z,2021-11-30T13:01:28Z,Edward Christopher Sheeran MBE (/ˈʃɪərən/; born 17 February 1991) is an English singer-songwriter.,Edward Christopher Sheeran MBE (/ˈʃɪərən/; born 17 February 1991) is an English singer-songwriter.,0
Lady Annabel Goldsmith,2021-11-04T13:03:25Z,2021-11-10T02:58:43Z," Lady Annabel Goldsmith (née Vane-Tempest-Stewart, formerly Birley; born 11 June 1934) is an English socialite and the eponym for a celebrated London nightclub of the late 20th century, Annabel's."," Lady Annabel Goldsmith (née Vane-Tempest-Stewart, formerly Birley; born 11 June 1934) is an English socialite and the eponym for a London nightclub of the late 20th century, Annabel's.",0
Internet Explorer 6,2021-11-09T19:37:23Z,2021-11-25T18:01:41Z,Microsoft Internet Explorer 6 (IE6) is a graphical web browser developed by Microsoft for Windows operating systems.,Microsoft Internet Explorer 6 (IE6) is a graphical web browser developed by Microsoft for Windows operating systems.,0
The Queen of Black Magic,2021-11-01T11:13:13Z,2021-11-22T17:36:05Z,The Queen of Black Magic (Indonesian: Ratu Ilmu Hitam) is a 2019 supernatural horror film directed by Kimo Stamboel and written by Joko Anwar.,The Queen of Black Magic (Indonesian: Ratu Ilmu Hitam) is a 2019 supernatural horror film directed by Kimo Stamboel and written by Joko Anwar.,0
Pride Fighting Championships,2021-11-02T17:31:26Z,2021-11-20T17:57:18Z," Pride Fighting Championships (Pride or Pride FC, founded as KRS-Pride) was a Japanese mixed martial arts promotion company."," Pride Fighting Championships (Pride or Pride FC, founded as KRS-Pride) was a Japanese mixed martial arts promotion company.",0
